email_idx,latency_ms,label
1234,39.9768,0
1235,41.2222,0
1236,39.5303,0
1237,38.3282,0
1238,39.3209,1
1239,41.1299,0
1240,39.7168,0
1241,42.8589,0
1242,40.2449,0
1243,39.2859,0
1244,38.077,0
1245,39.6083,0
1246,40.0484,1
1247,39.2472,0
1248,43.1838,0
1249,38.983,0
1250,38.0111,1
1251,39.2313,1
1252,41.9165,0
1253,42.8353,0
1254,40.7477,0
1255,40.2077,0
1256,39.2882,1
1257,42.3584,0
1258,41.3265,0
1259,41.5131,1
1260,40.2006,0
1261,41.4309,0
1262,40.0915,0
1263,37.9005,1
1264,42.2556,0
1265,40.9092,0
1266,45.8885,0
1267,44.8947,0
1268,41.9157,0
1269,42.0112,0
1270,39.2795,1
1271,39.773,0
1272,40.2631,0
1273,39.0998,1
1274,40.4914,0
1275,39.13,0
1276,38.8058,0
1277,37.9036,0
1278,38.2889,0
1279,38.1001,0
1280,39.4434,0
1281,40.0143,0
1282,39.5827,0
1283,38.1443,0
1284,40.5494,0
1285,39.6379,1
1286,41.0669,0
1287,39.2479,0
1288,44.7285,0
1289,42.7905,0
1290,40.4383,1
1291,41.1793,0
1292,43.9453,0
1293,45.0172,1
1294,39.1659,1
1295,39.3294,0
1296,39.5548,0
1297,41.8836,0
1298,40.0757,0
1299,40.4407,0
1300,38.0253,0
1301,39.3275,1
1302,38.5001,0
1303,42.1625,0
1304,41.526,0
1305,43.3241,0
1306,44.6275,0
1307,44.0567,0
1308,43.5603,0
1309,41.499,0
1310,40.2649,1
1311,45.3563,0
1312,41.2795,0
1313,39.4215,0
1314,39.5434,0
1315,43.5486,1
1316,40.5966,1
1317,40.2318,0
1318,40.1316,0
1319,40.6812,0
1320,39.7472,0
1321,39.3201,0
1322,40.8833,0
1323,43.039,0
1324,43.9222,0
1325,41.4523,0
1326,40.6914,0
1327,43.6593,0
1328,43.9736,0
1329,40.709,0
1330,39.1935,0
1331,37.9398,1
1332,39.2586,1
1333,38.0856,0
1334,41.1772,1
1335,49.0541,0
1336,45.6667,0
1337,44.8627,0
1338,42.8127,1
1339,43.3709,0
1340,44.1993,0
1341,44.3423,1
1342,45.0049,0
1343,44.6589,1
1344,44.7836,0
1345,44.4137,0
1346,42.6572,0
1347,42.7288,0
1348,44.2275,0
1349,39.8378,1
1350,42.791,1
1351,44.2247,1
1352,43.9759,1
1353,42.1917,0
1354,43.9844,0
1355,41.4323,0
1356,39.6134,0
1357,40.6839,0
1358,45.9261,0
1359,44.5426,0
1360,42.198,0
1361,40.6838,0
1362,41.0045,1
1363,42.483,0
1364,39.8421,0
1365,41.0917,1
1366,39.4728,0
1367,44.0667,0
1368,42.0401,1
1369,44.8042,1
1370,44.9943,0
1371,43.885,0
1372,43.1477,0
1373,42.9692,1
1374,44.5375,0
1375,42.9147,0
1376,45.972,0
1377,42.9522,0
1378,44.4057,0
1379,39.3277,0
1380,42.5044,0
1381,49.4998,1
1382,40.5257,0
1383,39.3613,0
1384,39.5344,0
1385,41.3309,0
1386,38.4985,0
1387,39.1676,0
1388,40.4427,0
1389,37.1251,0
1390,39.4248,0
1391,38.4521,0
1392,37.5363,0
1393,39.9564,0
1394,42.5872,0
1395,41.8947,0
1396,43.7157,0
1397,39.3717,0
1398,40.7947,0
1399,40.0799,0
1400,42.1233,0
1401,42.2988,1
1402,41.3456,0
1403,40.4488,0
1404,44.1054,1
1405,44.0414,0
1406,41.0063,0
1407,39.5259,0
1408,40.9848,0
1409,39.3463,0
1410,43.0379,0
1411,43.6616,1
1412,42.1739,0
1413,43.5765,0
1414,39.0826,1
1415,39.9696,1
1416,39.8814,0
1417,38.3856,0
1418,40.1603,0
1419,40.8893,0
1420,43.2987,0
1421,39.6315,0
1422,39.2901,1
1423,39.054,0
1424,38.048,0
1425,37.7808,0
1426,39.3653,0
1427,38.8968,0
1428,41.8771,0
1429,42.9521,1
1430,41.5554,0
1431,39.2135,1
1432,39.1238,0
1433,40.6947,0
1434,39.7055,0
1435,39.9463,1
1436,40.5407,0
1437,38.811,0
1438,37.1598,0
1439,39.6981,0
1440,38.8847,0
1441,40.1484,0
1442,38.4083,0
1443,40.083,1
1444,41.1793,0
1445,40.5942,0
1446,40.8671,0
1447,41.5436,0
1448,39.6384,0
1449,40.3629,0
1450,42.6922,0
1451,39.9064,0
1452,117.4536,0
1453,40.0947,0
1454,38.6484,0
1455,38.7675,1
1456,39.3175,0
1457,40.9705,0
1458,40.5571,1
1459,40.882,0
1460,39.2101,0
1461,37.5827,0
1462,37.9133,1
1463,42.0017,0
1464,42.6408,0
1465,43.4006,0
1466,39.8013,0
1467,39.9245,0
1468,38.7147,0
1469,39.5617,0
1470,39.3697,0
1471,38.2819,0
1472,39.4312,1
1473,39.4136,0
1474,40.066,1
1475,44.8038,1
1476,41.2268,0
1477,39.7257,0
1478,40.8923,0
1479,39.342,1
1480,39.9527,1
1481,40.793,0
1482,41.8493,1
1483,40.6038,0
1484,39.069,1
1485,39.455,0
1486,38.8269,0
1487,39.1489,0
1488,40.2865,0
1489,40.7992,1
1490,39.4126,0
1491,39.4484,0
1492,38.0012,1
1493,40.7823,0
1494,41.7989,1
1495,40.6903,1
1496,38.175,0
1497,38.9062,1
1498,38.6792,1
1499,43.9019,0
1500,41.5363,0
1501,40.1588,1
1502,39.0857,1
1503,39.8591,0
1504,39.5412,1
1505,39.4713,0
